Timestamp,در کدام محدوده سنی هستید؟,جنسیت,خودتون رو متعلق به کدوم استان می دونین؟ بچه کجایین؟ (:,استان محل کار,چند سال تجربه کار تمام وقت دارید؟,آخرین وضعیت تحصیلی,چه مدارک بین المللی ای اخذ کرده اید,چند ساعت در هفته برای یادگیری تکنولوژی‌ها، زبان ها و ... جدید وقت می گذارید؟,چند ساعت در هفته برای پروژه‌های غیرکاری ولی مرتبط با حوزه کاری خود (برنامه نویسی، وبلاگنویسی، گزارش باگ، ...) وقت می گذارید؟,در سه ماه گذشته چند کتاب خوانده اید؟,زبان‌های برنامه‌نویسی مورد استفاده شما در پروژه‌ها کدامند؟,به جز زبان‌های فعلی‌تان، دوست دارید با چه زبان برنامه ای نویسی کار کنید؟,دیتابیس‌های مورد استفاده,سیستم عامل رومیزی شما کدام است؟,سیستم عامل سرور مورد علاقه شما,و وقتی صحبت از تلفن همراه باشد...,در چه محیطی برنامه نویسی می‌کنید,تم آی دی ای,از چه سورس کنترلی استفاده می کنید؟,تب یا اسپیس؟,نوشیدنی‌های اصلی شما چیست؟,کدام‌ها در مورد شما صدق می‌کند,به طور معمول چند دیوایس دیجیتال با خودتان حمل می کنید (شامل لپ تاپ، پخش کننده موزیک، موبایل،‌ کتابخوان، ...),حوزه کاری شما چیست,نوع شرکت شما کدام است؟,تعداد مجموع کارمندان شرکت (در صورتی که انفرادی کار می کنید: 1),متوسط درآمد ماهیانه شما (به تومان),محل کار چه خدماتی بیشتر از حقوق ارائه می دهد,چگونه کار می کنید؟,شیوه کار شما کدام است؟,در صورتی که ساعتی کار می کنید، حقوق ساعتی شما چقدر است؟ (تومان),چقدر از کاری که انتخاب کرده اید راضی هستید؟,آیا نکته ای هست که بخواهید اضافه کنید؟ بنویسید...,تیپ ,تغییر در بدن؟,سبک موسیقی,وضعیت رابطه,از کدام تکنولوزی ها استفاده می کنید,سبک لباس
2/26/2016 10:11:48,۲۳ تا ۲۹,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,"Network (CCNA, MCSE, MCITP, ...), Windows (MCP, ...), Programming Languages (Java, MCP, ..)",هفت تا چهارده ساعت,کمتر از دو ساعت,دو یا سه,"Java, PHP, SQL",Ruby,MySQL/MariaDB,"Windows 7, Linux Ubuntu",Windows Server 2012,Android,"سابلایم, اتم, محصولات جت برین",گاهی روشن گاهی تیره,گیت,تب,"چای, آب",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, شبکه",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),1,زیر یک میلیون,قهوه،‌ چای و ... رایگان,تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,ساعتی کار نمی کنم,3,,,,,,,
2/26/2016 10:36:12,زیر ۱۸ سال,مرد,چهارمحال و بختیاری,چهارمحال و بختیاری,یک تا سه سال,در حال تحصیل در دبیرستان یا پایینتر,,هفت تا چهارده ساعت,بیشتر از چهارده ساعت,بیشتر از شش,"Javascript, css","Java, C, C++, C#",blog,Windows 7,Windows Server 2016,Android,برنامه نویسی نمی کنم,,,,,,1,سایت ساز,شرکت های ارائه دهنده سرویس های مختلف,1,زیر یک میلیون,,نیمه وقت خصوصی,,,5,خیر,,,,,,
2/26/2016 11:25:07,۲۳ تا ۲۹,مرد,آذربایجان غربی,آذربایجان غربی,هفت تا پانزده سال,در حال تحصیل در دوره لیسانس,,بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"Java, C#, PHP, Matlab","Python, Visual Basic, Javascript",MS-SQL,Windows 7,Linux ( Other ),Android,"ویژوال استودیو, phpDesigner",روشن,استفاده نمی کنم,تب,"چای, دمنوش‌های متنوع, نسکافه","بیشتر از سه بار در هفته ورزش می کنم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده دسکتاپ, طراح",استارتاپ,1,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, آموزش خارج از شرکت",پروژه ای مستقل,دورکاری کامل,زیر ده هزار,3,"سلام و وقت بخیر
وضعیت برنامه نویسی تو ایران اصلا خوب نیست نه کارفرما ارزش قائل میشه نه هزینه ها قابل تحمله 
تو این کار بیشتر کسی موفقه که دغدغه ی مالی نداشته باشه و بخواد تفریحی جلو بره اینجوری هم پیشرفت میکنه هم اعصابش آرومه
ولی کسی که برای 800 هزار تومن در ماه تو یه شرکت از صب تا شب کار میکنه و معلوم نیست آخر ماه پولشو بدن یا نه, زود افسرده میشه و از ادامه ی راه میمونه و آخر سر مجبور میشه بره دنبال یه کار دیگه و این یعنی خاک خوردن استعداد و کشف نشدن
از ماست که بر ماست
تشکر",,,,,,
2/26/2016 11:45:31,۱۸ تا ۲۲,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,"Linux (LPIC, ...), Programming Languages (Java, MCP, ..)",دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"C++, PHP, Javascript","Perl, Ruby, Go","MS-SQL, MySQL/MariaDB","Windows 10, Linux Ubuntu","Linux CentOS, Linux Ubuntu",Android,محصولات جت برین,تیره,گیت,تب,"چای, انواع ماء الشعیر, آب","سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند",شرکت های تولید نرم افزار,7,یک تا دو میلیون,"ناهار رایگان, بیمه",نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین ده تا بیست و پنج,3,,,,,,,
2/26/2016 12:19:10,۲۳ تا ۲۹,مرد,گیلان,قزوین,سه تا هفت سال,لیسانس,,هفت تا چهارده ساعت,دو تا هفت ساعت,دو یا سه,"Java, C, C++, C#, Javascript, SQL",R,MS-SQL,"Windows 7, Linux Ubuntu",Windows Server 2012,Android,"ویژوال استودیو, سابلایم, محصولات اکلیپس, AndroidStudio-IAR-QTCreator",تیره,"گیت, اس وی ان",,"چای, قهوه, دمنوش‌های متنوع",حداقل یک روز در میان دوش می گیرم,4,"توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, مدیر شرکت / پروژه / ...",استارتاپ,11,یک تا دو میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, لپ تاپ",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,3,در اصل وقتی فهمیدم که عاشق برنامه نویسی هستم که تونستم روی سخت افزار کد بزنم - یک میکرو کنترلر ARM - بعدش RTOS . بعدش ... عشقم اینه ولی نیاز به پول داشتم ، مجبور شدم برگردم به گذشته هام و اندروید ، بک اند ، وب سایت و ... کار کنم تا پول در بیام ، الان که اینو می نویسم ناراحتم ، فاصله گرفتم از سخت افزار که قلبمه و چسبیدم به چیزی که مجبور به انجامش شدم. جالبه این نیاز من به پول واسه ادامه تحصیل در خارج از کشور تو زمینه ای هست که عاشقشم چه دنیای عجیبی,,,,,,
2/26/2016 12:43:58,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل در دوره لیسانس,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"PHP, Javascript, SQL","Java, C, C++, Python, Ruby, Scala, Go","MySQL/MariaDB, sqlite, MongoDB, Redis",OS X,"Linux CentOS, Linux Ubuntu",iOS,"سابلایم, اتم, براکت, محصولات جت برین, ویم",تیره,گیت,تب,"چای, قهوه, انرژی زا, نوشابه, نوشیدنی‌های الکلی, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",4,"توسعه دهنده موبایل, توسعه دهنده فرانت اند, طراح",شرکت های ارائه دهنده سرویس های مختلف,100,یک تا دو میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, پاداش بر اساس نتایج, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,3,,,,,,,
2/26/2016 13:26:07,زیر ۱۸ سال,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دبیرستان یا پایینتر,,بیشتر از چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"PHP, Javascript, SQL","Java, C, C++, C#, Python, PHP, Javascript, Go, Bash",MySQL/MariaDB,Linux Ubuntu,Linux Ubuntu,Android,"اتم, محصولات جت برین",تیره,گیت,تب,"چای, قهوه, انرژی زا, انواع ماء الشعیر","سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده دسکتاپ, طراح",استارتاپ,1,زیر یک میلیون,,نیمه وقت خصوصی,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,,,,,,,
2/26/2016 13:46:41,۳۰ تا ۳۹,مرد,تهران,تهران,هفت تا پانزده سال,لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,سه تا شش,"C, C++, C#, PHP, Perl, SQL, Bash",Python,"MySQL/MariaDB, Oracle",Linux Ubuntu,Linux Debian,Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم, محصولات اکلیپس",روشن,گیت,اسپیس,"چای, قهوه","بیشتر از یک نخ در روز سیگار می کشم, بیشتر از سه بار در هفته ورزش می کنم, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, طراح, تحلیلگر, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,30,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, کارت هدیه و کارت خرید, برگزاری مراسم و تولدها در داخل شرکت",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/26/2016 14:05:47,۲۳ تا ۲۹,مرد,اصفهان,البرز,زیر یکسال,لیسانس,"Network (CCNA, MCSE, MCITP, ...), Windows (MCP, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",هفت تا چهارده ساعت,هفت تا چهارده ساعت,دو یا سه,"C#, Javascript, SQL",PHP,MS-SQL,Windows 10,Windows Server 2016,Android,"ویژوال استودیو, براکت, محصولات جت برین",تیره,"گیت, تی اف اس",تب,"چای, قهوه, دمنوش‌های متنوع, انواع ماء الشعیر, آب","بیشتر از سه بار در هفته ورزش می کنم, حیوان خانگی دارم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, طراح",شرکت های تولید نرم افزار,15,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, برگزاری مراسم و تولدها در داخل شرکت, بیمه",تمام وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,,5,,,,,,,
2/26/2016 14:09:35,۳۰ تا ۳۹,مرد,بوشهر,اصفهان,یک تا سه سال,لیسانس,,هفت تا چهارده ساعت,بیشتر از چهارده ساعت,دو یا سه,"PHP, Javascript, Delphi / Pascal","Java, Ruby, Go","MS-SQL, MySQL/MariaDB",Windows 10,Linux Ubuntu,Android,سابلایم,تیره,استفاده نمی کنم,تب,"چای, قهوه, انواع ماء الشعیر",حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر سیستم, امنیت, مدیر شرکت / پروژه / ..., تست کننده",شرکت های ارائه دهنده سرویس های مختلف,3,زیر یک میلیون,,نیمه وقت خصوصی,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,زیر ده هزار,3,در مورد نحوه کارکردن میتونست درامد پروژه های شخصی و درامد محل کار جدا باشه.,,,,,,
2/26/2016 14:19:18,۲۳ تا ۲۹,مرد,البرز,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,دو یا سه,"Javascript, Ruby, Go, Bash","C, Scala",Postgresql,Linux Ubuntu,"Linux CentOS, Linux Ubuntu",Android,محصولات جت برین,تیره,گیت,تب,چای,"سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",,"توسعه دهنده فول استک وب, امنیت, طراح, تحلیلگر, مدیر شرکت / پروژه / ...",بخش دولتی,1200,سه و نیم تا پنج میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, ناهار رایگان, قهوه،‌ چای و ... رایگان, کارت هدیه و کارت خرید, پاداش بر اساس نتایج, بیمه, بیمه تکمیلی",تمام وقت دولتی با استخدام غیردائم,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/26/2016 14:40:51,۳۰ تا ۳۹,مرد,خوزستان,تهران,یک تا سه سال,در حال تحصیل در دوره لیسانس,,کمتر از دو ساعت,هفت تا چهارده ساعت,یک,"PHP, Javascript, Ruby","Java, Python, Scala, Go",MySQL/MariaDB,Linux Mint Debian Edition,Linux Debian,Android,"اتم, براکت",تیره,گیت,تب,"چای, قهوه, دمنوش‌های متنوع, آب","در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",2,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند",شرکت های ارائه دهنده سرویس های مختلف,100,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, لپ تاپ, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,2,"تشکر می کنم. می شد در خصوص میزان رضایت از نحوه برخورد مدیر مستقیم هم پرسید. یا میزان رضایت از محیط کار (منظورم جو و فرهنگ سازمانی) هستش.  و شاید حتی متوسط میزان شوک/استرسی که از طرف مدیران به شخص یا تیم تحمیل میشه. چون فشار و استرس که معمولا هست ولی تعداد و شدتش وقتی زیاد باشه مشخصه که محیط کار اصلا مناسب نیست...
مرسی جادی جان",,,,,,
2/26/2016 15:01:27,۱۸ تا ۲۲,مرد,تهران,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,دو تا هفت ساعت,دو تا هفت ساعت,هیچ,"Java, C++, C#","Python, Swift","MySQL/MariaDB, sqlite","Windows 10, Linux Ubuntu",Linux Ubuntu,iOS,"ویژوال استودیو, سابلایم, محصولات جت برین",تیره,"گیت, اس وی ان",تب,"چای, قهوه, انواع ماء الشعیر, آب","حیوان خانگی دارم, در رابطه نیستم ولی دوست داشتم بودم",2,"توسعه دهنده بک اند, توسعه دهنده موبایل",استارتاپ,1,زیر یک میلیون,,پروژه ای مستقل,,ساعتی کار نمی کنم,2,"سلام
تو نظر سنجی پیش فرض این بوده که هر کسی تو این نظر سنجی شرکت میکنه حتما تو شرکتی یا جایی دیگه مشغول کاره!
در صورتی که خود من دانشجو هستم ولی هنوز به طور کامل وارد کار نشده ام.
در حدی که گهگاهی یه پروژه ای از بیرون میگیرم و انجام میدم.
کاش تو نظر سنجیتون پاسخ هاسس هم برای برنامه ویس هایی که اصلا کار نمیکنن یا در حال حاضر بی کار هستن در نظر میگرفتین!
مرسی",,,,,,
2/26/2016 15:09:53,۲۳ تا ۲۹,مرد,اصفهان,اصفهان,سه تا هفت سال,لیسانس,,هفت تا چهارده ساعت,کمتر از دو ساعت,دو یا سه,"Java, PHP, Javascript",Python,"MySQL/MariaDB, MongoDB",Windows 10,Linux CentOS,Android,سابلایم,تیره,گیت,تب,"چای, قهوه","سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم",2,"توسعه دهنده بک اند, توسعه دهنده موبایل",استارتاپ,1,یک تا دو میلیون,,تمام وقت خصوصی,دورکاری کامل,ساعتی کار نمی کنم,5,,,,,,,
2/26/2016 15:12:01,۲۳ تا ۲۹,مرد,,تهران,سه تا هفت سال,لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...)",هفت تا چهارده ساعت,کمتر از دو ساعت,یک,"Python, Bash",Java,"MS-SQL, MySQL/MariaDB",Linux Debian,"Linux RedHat, Linux CentOS, Linux Debian, Linux Ubuntu, BSDs, Linux ( Other )",Android,ویم,روشن,گیت,,"چای, انواع ماء الشعیر, آب",حداقل یک روز در میان دوش می گیرم,2,"مدیر سیستم, شبکه, امنیت",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),2000,دو تا سه و نیم میلیون,بیمه,تمام وقت دولتی با استخدام غیردائم,اکثر وقت‌ها در دفتر ولی دورکاری هم می کنم,بین پنجاه تا صد,3,,,,,,,
2/26/2016 15:36:43,۲۳ تا ۲۹,مرد,تهران,تهران,یک تا سه سال,در حال تحصیل در فوق لیسانس,"Network (CCNA, MCSE, MCITP, ...), Linux (LPIC, ...)",بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"Python, Bash",SQL,"MySQL/MariaDB, Oracle, Postgresql","Linux Ubuntu, Linux Fedora",Linux CentOS,Android,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ویم",تیره,استفاده نمی کنم,تب,"چای, قهوه",در رابطه نیستم ولی دوست داشتم بودم,2,"مدیر سیستم, مستند سازی, تست کننده",شرکت های پشتیبانی و دیگر خدمات نرم افزار,17,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت, بیمه",نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,5,,,,,,,
2/26/2016 15:44:52,۱۸ تا ۲۲,مرد,یزد,تهران,زیر یکسال,در حال تحصیل در دوره لیسانس,,کمتر از دو ساعت,صفر,یک,"Java, C, Python","Ruby, Go",MySQL/MariaDB,Linux Debian,Linux Debian,iOS,ویم,از آی دی ای استفاده نمی کنم,گیت,تب,"چای, دمنوش‌های متنوع",حداقل یک روز در میان دوش می گیرم,,"شبکه, سیستم های درونساز",شرکت های تولید نرم افزار,6,زیر یک میلیون,قهوه،‌ چای و ... رایگان,نیمه وقت خصوصی,شخصی کار می کنم و در محل خودم,زیر ده هزار,3,,,,,,,
2/26/2016 16:19:36,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل در فوق لیسانس,,کمتر از دو ساعت,کمتر از دو ساعت,دو یا سه,"C, C++, Python, Matlab, Go","Scala, Haskell","MySQL/MariaDB, MongoDB","OS X, Linux Ubuntu","Linux Debian, Linux Ubuntu",iOS,"ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت), ایکس کد, ویم",تیره,گیت,تب,"چای, آب","بیشتر از یک نخ در روز سیگار می کشم, سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",4,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده فرانت اند, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,5,دو تا سه و نیم میلیون,قهوه،‌ چای و ... رایگان,نیمه وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,ساعتی کار نمی کنم,4,,,,,,,
2/26/2016 16:44:35,۳۰ تا ۳۹,مرد,,تهران,هفت تا پانزده سال,لیسانس,,دو تا هفت ساعت,هفت تا چهارده ساعت,یک,"C++, C#, SQL","Python, Bash",MS-SQL,Windows 7,Linux Ubuntu,Android,ویژوال استودیو,تیره,تی اف اس,تب,چای,حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده بک اند, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, طراح, مدیر شرکت / پروژه / ..., مستند سازی",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),1000,دو تا سه و نیم میلیون,"عضویت باشگاه های ورزشی یا هزینه ورزش, پاداش بر اساس نتایج, بیمه, بیمه تکمیلی",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین ده تا بیست و پنج,3,بالاخره استارت آپ خودمو راه میاندازم,,,,,,
2/26/2016 17:34:23,۲۳ تا ۲۹,مرد,تهران,تهران,سه تا هفت سال,در حال تحصیل در فوق لیسانس,,دو تا هفت ساعت,کمتر از دو ساعت,هیچ,"Objective C, Swift",C++,sqlite,"Windows 10, OS X",Linux Ubuntu,iOS,ایکس کد,روشن,گیت,هان؟,"چای, قهوه",,3,توسعه دهنده موبایل,شرکت های ارائه دهنده سرویس های مختلف,100,دو تا سه و نیم میلیون,بیمه,نیمه وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,4,,,,,,,
2/26/2016 17:51:12,۲۳ تا ۲۹,مرد,تهران,تهران,هفت تا پانزده سال,لیسانس,,دو تا هفت ساعت,صفر,یک,"PHP, Javascript, SQL","Java, Python, Ruby",MySQL/MariaDB,"Windows 7, Windows 10","Windows Server 2012, Windows Server 2016, Linux CentOS",Android,"سابلایم, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",تیره,گیت,تب,"چای, قهوه, دمنوش‌های متنوع, آب","بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",3,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, مدیر سیستم",شرکت های ارائه دهنده سرویس های مختلف,1,دو تا سه و نیم میلیون,"قهوه،‌ چای و ... رایگان, خوراکی و اسنک‌های رایگان داخل شرکت",پروژه ای با شرکت‌ها,شخصی کار می کنم و در محل خودم,بین بیست و پنج تا پنجاه,4,,,,,,,
2/26/2016 17:58:13,۱۸ تا ۲۲,مرد,کرمانشاه,کرمانشاه,زیر یکسال,در حال تحصیل کاردانی,,هفت تا چهارده ساعت,دو تا هفت ساعت,دو یا سه,"C#, PHP, Javascript, SQL","Java, Python","MS-SQL, MySQL/MariaDB, MongoDB","Windows 10, Linux Ubuntu","Windows Server 2008, Linux CentOS","Dump phones (1100, ...)","ویژوال استودیو, سابلایم, اتم",تیره,"گیت, اس وی ان",تب,چای,"سیاست برایم مهم است, در رابطه نیستم ولی دوست داشتم بودم, حداقل یک روز در میان دوش می گیرم",1,توسعه دهنده بک اند,استارتاپ,1,زیر یک میلیون,,نیمه وقت خصوصی,اکثر مواقع دورکاری و گاهی به دفتر می روم,ساعتی کار نمی کنم,3,,,,,,,
2/26/2016 17:58:53,۲۳ تا ۲۹,زن,تهران,تهران,یک تا سه سال,لیسانس,"Programming Languages (Java, MCP, ..)",دو تا هفت ساعت,دو تا هفت ساعت,یک,"C#, Javascript","Java, PHP, SQL",MySQL/MariaDB,"Windows 7, Windows 8",Windows Server 2012,iOS,ویژوال استودیو,روشن,,تب,آب,حداقل یک روز در میان دوش می گیرم,2,"توسعه دهنده فرانت اند, طراح, تست کننده",شرکت های تولید نرم افزار,20,زیر یک میلیون,"قهوه،‌ چای و ... رایگان, بیمه",تمام وقت خصوصی,تمام وقت‌های کاری را در دفتر هستم,,5,kash modiram yekam bishtar behem angize midad o pishraftamo talashamo midid,,,,,,
2/26/2016 18:41:19,زیر ۱۸ سال,مرد,خراسان جنوبی,خراسان جنوبی,یک تا سه سال,در حال تحصیل در دبیرستان یا پایینتر,,بیشتر از چهارده ساعت,بیشتر از چهارده ساعت,یک,"Java, C#, PHP, Visual Basic","Java, C++, Javascript","MySQL/MariaDB, sqlite","Windows 7, Windows 10","Windows ( Other ), Linux Ubuntu",Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",گاهی روشن گاهی تیره,,تب,"چای, قهوه, آب","بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است",2,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ, طراح",استارتاپ,1,زیر یک میلیون,,تمام وقت خصوصی,شخصی کار می کنم و در محل خودم,ساعتی کار نمی کنم,5,برنامه نویسی را دوست دارم...,,,,,,
2/26/2016 18:53:45,۲۳ تا ۲۹,مرد,فارس,تهران,یک تا سه سال,فوق لیسانس,,بیشتر از چهارده ساعت,دو تا هفت ساعت,بیشتر از شش,"Java, Python, PHP, Javascript, Ruby, SQL","Perl, Objective C, Go, Bash","MS-SQL, MongoDB, Redis","Windows 10, Linux Ubuntu","Windows Server 2012, Linux CentOS",iOS,"اتم, محصولات جت برین",تیره,گیت,تب,"چای, قهوه",بیشتر از یک نخ در روز سیگار می کشم,3,"توسعه دهنده فول استک وب, امنیت",بخش آی تی شرکت های غیر نرم افزاری (مانند مخابراتی‌ها، بانک ها، ...),6,یک تا دو میلیون,"ناهار رایگان, قهوه،‌ چای و ... رایگان, آموزش خارج از شرکت, بیمه, بیمه تکمیلی",تمام وقت دولتی با استخدام غیردائم,تمام وقت‌های کاری را در دفتر هستم,ساعتی کار نمی کنم,4,,,,,,,
2/26/2016 19:14:36,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,,دو تا هفت ساعت,هفت تا چهارده ساعت,یک,"C#, Javascript, SQL","Python, PHP",MS-SQL,"Windows 7, Windows 10",Windows Server 2012,Android,ویژوال استودیو,از آی دی ای استفاده نمی کنم,اس وی ان,اسپیس,"چای, دمنوش‌های متنوع, آب",سیاست برایم مهم است,2,توسعه دهنده فرانت اند,شرکت های پشتیبانی و دیگر خدمات نرم افزار,1,زیر یک میلیون,,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,بین ده تا بیست و پنج,4,,,,,,,
2/26/2016 19:15:12,زیر ۱۸ سال,مرد,یزد,یزد,زیر یکسال,در حال تحصیل در دبیرستان یا پایینتر,"Windows (MCP, ...), Programming Languages (Java, MCP, ..), DB (Oracle, ..)",دو تا هفت ساعت,کمتر از دو ساعت,سه تا شش,"Java, C#, Javascript, SQL, Lua","C, C++, PHP, Visual Basic","MS-SQL, sqlite",Windows 10,Windows ( Other ),Android,"ویژوال استودیو, ادیتورهای متن ساده (نوت پد پلاس پلاس، جی ادیت)",از آی دی ای استفاده نمی کنم,استفاده نمی کنم,تفاوتی ندارد,"چای, آب",در رابطه نیستم ولی دوست داشتم بودم,1,"توسعه دهنده موبایل, توسعه دهنده دسکتاپ, مدیر شرکت / پروژه / ...",شرکت های تولید نرم افزار,3,زیر یک میلیون,قهوه،‌ چای و ... رایگان,پروژه ای مستقل,شخصی کار می کنم و در محل خودم,,3,,,,,,,
2/26/2016 19:46:27,۳۰ تا ۳۹,مرد,تهران,تهران,سه تا هفت سال,لیسانس,"Enterprise software (Sharepoint, Magento, ..)",بیشتر از چهارده ساعت,دو تا هفت ساعت,یک,"Java, C#, Javascript, SQL",Swift,"MS-SQL, sqlite",Windows 10,"Windows Server 2008, Windows Server 2012",Android,"ویژوال استودیو, محصولات جت برین",روشن,"گیت, تی اف اس",هان؟,چای,"بیشتر از سه بار در هفته ورزش می کنم, سیاست برایم مهم است, حداقل یک روز در میان دوش می گیرم",,"توسعه دهنده فول استک وب, توسعه دهنده بک اند, توسعه دهنده موبایل, توسعه دهنده دسکتاپ, توسعه دهنده فرانت اند, مدیر دیتابیس, طراح, تحلیلگر, مستند سازی",بخش دولتی,5,یک تا دو میلیون,"قهوه،‌ چای و ... رایگان, آموزش خارج از شرکت, بیمه, بیمه تکمیلی",تمام وقت دولتی با استخدام غیردائم,تمام وقت‌های کاری را در دفتر هستم,بین بیست و پنج تا پنجاه,4,,,,,,,
